budget,budget_new,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,revenue_new,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genre_1,genre_2,genre_3,prim_genre,secon_genre,tert_genre,actor_1,actor_2,actor_3,director,release_year,genre_bin,,,
5.40E+07,54000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.youmeanddupree.com/,1819,"[{""id"": 1253, ""name"": ""roommate""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 156578, ""name"": ""newlywed""}]",en,"You, Me and Dupree","After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",18.600367,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Kaplan/Perrone Entertainment"", ""id"": 11844}, {""name"": ""MMCB Film Produktion 2004"", ""id"": 59957}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-07-2006,130431368,130431368,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two's company. Dupree's a crowd.,"You, Me and Dupree",5.4,407,Comedy,Romance,NA,0,#N/A,,Kate Hudson,NA,NA,NA,2006,1,,,
5.40E+07,54000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.sonypictures.com/homevideo/catalog/catalogDetail_DVD043396087576.html,8046,"[{""id"": 242, ""name"": ""new york""}, {""id"": 791, ""name"": ""mentally disabled""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 3045, ""name"": ""mission of murder""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 11578, ""name"": ""mobster""}]",en,Gigli,"Gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. When plans go awry, Gigli's boss sends in Ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. But Gigli begins falling for the decidedly unavailable Ricki, which could be a hazard to his occupation.",9.053456,"[{""name"": ""City Light Films"", ""id"": 136}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Casey Silver Productions"", ""id"": 877}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-08-2003,7266209,7266209,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Life doesn't play by the rules.,Gigli,3.5,104,Drama,NA,NA,1,#N/A,,NA,Jennifer Lopez,NA,Martin Brest,2003,0,,,
5.30E+07,53000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,22803,"[{""id"": 331, ""name"": ""tattoo""}, {""id"": 352, ""name"": ""secret passage""}, {""id"": 3605, ""name"": ""baseball bat""}, {""id"": 5011, ""name"": ""deal""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 33518, ""name"": ""district attorney""}, {""id"": 33519, ""name"": ""courtroom""}, {""id"": 193551, ""name"": ""vigilantism""}]",en,Law Abiding Citizen,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,49.593978,"[{""name"": ""Film Department, The"", ""id"": 5257}, {""name"": ""Evil Twins"", ""id"": 5802}, {""name"": ""Warp Films"", ""id"": 12180}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-10-2009,126690726,126690726,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The System Must Pay.,Law Abiding Citizen,7.2,1486,Drama,Crime,Thriller,1,#N/A,,Jamie Foxx,Gerard Butler,Colm Meaney,F. Gary Gray,2009,0,,,
5.30E+07,53000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,4551,"[{""id"": 3605, ""name"": ""baseball bat""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 4741, ""name"": ""recording contract""}, {""id"": 5718, ""name"": ""recording studio""}, {""id"": 8045, ""name"": ""russian mafia""}, {""id"": 10572, ""name"": ""music business""}, {""id"": 10712, ""name"": ""night club""}, {""id"": 163949, ""name"": ""pawnshop""}]",en,Be Cool,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music exec on the way.",18.61472,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Nina Saxon Film Design"", ""id"": 1693}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",04-03-2005,95226116,95226116,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Everyone is looking for the next big hit,Be Cool,5.4,292,Comedy,Crime,NA,0,#N/A,,NA,Uma Thurman,NA,F. Gary Gray,2005,1,,,
5.30E+07,53000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",http://angeleyesmovie.warnerbros.com/index_noflash.html,5852,"[{""id"": 9844, ""name"": ""car crash""}, {""id"": 15090, ""name"": ""police officer""}]",en,Angel Eyes,"A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice.",6.454634,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""The Canton Company"", ""id"": 22351}, {""name"": ""AE Two Film Productions"", ""id"": 89132}, {""name"": ""Angel Eyes Productions"", ""id"": 89133}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-05-2001,29700000,29700000,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The deeper you look, the more you will find.",Angel Eyes,5.6,88,Drama,Romance,Thriller,1,#N/A,,Jennifer Lopez,NA,NA,Luis Mandoki,2001,0,,,
52500000,52500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",,824,"[{""id"": 4235, ""name"": ""duke""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5914, ""name"": ""writer's block""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6564, ""name"": ""terminal illness""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 158111, ""name"": ""no opening credits""}, {""id"": 164753, ""name"": ""moulin rouge""}, {""id"": 164754, ""name"": ""bohemian""}, {""id"": 164759, ""name"": ""toulouse lautrec""}, {""id"": 164764, ""name"": ""red curtain""}, {""id"": 164770, ""name"": ""cancan dance""}, {""id"": 164772, ""name"": ""la traviata""}, {""id"": 164775, ""name"": ""orpheus and eurydice""}, {""id"": 186403, ""name"": ""dance hall""}]",en,Moulin Rouge!,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",57.374341,"[{""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-03-2001,179213434,179213434,127,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No Laws. No Limits. One Rule. Never Fall In Love.,Moulin Rouge!,7.4,1300,Drama,Music,Romance,1,#N/A,,Nicole Kidman,NA,NA,Baz Luhrmann,2001,0,,,
5.20E+07,52000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,11631,"[{""id"": 641, ""name"": ""single parent""}, {""id"": 1200, ""name"": ""greece""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}]",en,Mamma Mia!,"Set on an idyllic Greek island, the plot serves as a background for a wealth of ABBA hit songs. Donna, an independent, single mother who owns a small hotel on the island is about to let go of Sophie, the spirited young daughter she's raised alone. But Sophie has secretly invited three of her mother's ex-lovers in the hopes of finding her father.",30.780599,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Internationale Filmproduktion Richter"", ""id"": 2655}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Littlestar"", ""id"": 34441}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",03-07-2008,609841637,609841637,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}]",Released,Take a trip down the aisle you'll never forget,Mamma Mia!,6.4,1386,Comedy,Romance,NA,0,#N/A,,Meryl Streep,NA,Amanda Seyfried,Phyllida Lloyd,2008,1,,,
5.20E+07,52000000,"[{""id"": 18, ""name"": ""Drama""}]",,568,"[{""id"": 305, ""name"": ""moon""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 2345, ""name"": ""spaceman""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 9609, ""name"": ""houston""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 184994, ""name"": ""saturn v rocket""}, {""id"": 189098, ""name"": ""courage""}, {""id"": 193479, ""name"": ""hypothermia""}, {""id"": 226233, ""name"": ""apollo program""}, {""id"": 226234, ""name"": ""cape kennedy""}, {""id"": 226235, ""name"": ""lunar mission""}, {""id"": 226236, ""name"": ""spacecraft accident""}]",en,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",68.140214,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30-06-1995,355237933,355237933,140,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Houston, we have a problem.",Apollo 13,7.3,1599,Drama,NA,NA,1,#N/A,,Tom Hanks,Bill Paxton,Kevin Bacon,Ron Howard,1995,0,,,
5.20E+07,52000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",https://www.facebook.com/CatchMeIfYouCanMovie,640,"[{""id"": 3202, ""name"": ""con man""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 172889, ""name"": ""overhead camera shot""}, {""id"": 177465, ""name"": ""attempted jailbreak""}, {""id"": 177473, ""name"": ""engagement party""}, {""id"": 177482, ""name"": ""mislaid trust""}, {""id"": 214810, ""name"": ""bank fraud""}, {""id"": 231069, ""name"": ""inspired by a true story""}]",en,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",73.944049,"[{""name"": ""Kemp Company"", ""id"": 367}, {""name"": ""Splendid Pictures"", ""id"": 368}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-12-2002,352114312,352114312,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The true story of a real fake.,Catch Me If You Can,7.7,3795,Drama,Crime,NA,1,#N/A,,Leonardo DiCaprio,Tom Hanks,Christopher Walken,Steven Spielberg,2002,0,,,
5.20E+07,52000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.brockovich.com/movie.html,462,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 14768, ""name"": ""single mother""}, {""id"": 163212, ""name"": ""water pollution""}, {""id"": 196407, ""name"": ""environmental law""}]",en,Erin Brockovich,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",30.347332,"[{""name"": ""Jersey Films"", ""id"": 216}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-03-2000,256271286,256271286,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,She brought a small town to its feet and a huge corporation to its knees.,Erin Brockovich,7.1,716,Drama,NA,NA,1,#N/A,,NA,Albert Finney,NA,Steven Soderbergh,2000,0,,,
5.20E+07,52000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.valentinesdaymovie.com/,32856,"[{""id"": 2382, ""name"": ""flower""}, {""id"": 2587, ""name"": ""married couple""}, {""id"": 2778, ""name"": ""florist""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 9457, ""name"": ""single""}, {""id"": 9988, ""name"": ""valentine""}, {""id"": 160404, ""name"": ""valentine's day""}, {""id"": 171366, ""name"": ""multiple storylines""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Valentine's Day,"More than a dozen Angelenos navigate Valentine's Day from early morning until midnight. Three couples awake together, but each relationship will sputter; are any worth saving? A grade-school boy wants flowers for his first true love; two high school seniors plan first-time sex at noon; a TV sports reporter gets the assignment to find romance in LA; a star quarterback contemplates his future; two strangers meet on a plane; grandparents, together for years, face a crisis; and, an ""I Hate Valentine's Day"" dinner beckons the lonely and the lied to. Can Cupid finish his work by midnight?",25.41929,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Karz Entertainment"", ""id"": 4194}, {""name"": ""Rice Films"", ""id"": 60018}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10-02-2010,216485654,216485654,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Love Story. More or Less.,Valentine's Day,5.7,1013,Comedy,Romance,NA,0,#N/A,,Jessica Alba,Jessica Biel,NA,Garry Marshall,2010,1,,,
5.20E+07,52000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",,524,"[{""id"": 383, ""name"": ""poker""}, {""id"": 726, ""name"": ""drug abuse""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 2635, ""name"": ""overdose""}, {""id"": 33625, ""name"": ""illegal prostitution""}]",en,Casino,The life of the gambling paradise â€“ Las Vegas â€“ and its dark mafia underbelly.,40.06688,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""L\u00e9gende Entreprises"", ""id"": 10898}, {""name"": ""Syalis DA"", ""id"": 11583}, {""name"": ""De Fina-Cappa"", ""id"": 11584}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22-11-1995,116112375,116112375,178,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No one stays at the top forever.,Casino,7.8,1307,Drama,Crime,NA,1,#N/A,,NA,Sharon Stone,NA,Martin Scorsese,1995,0,,,
5.20E+07,52000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",,8741,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 907, ""name"": ""japanese""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 3994, ""name"": ""battle assignment""}, {""id"": 4278, ""name"": ""invasion""}, {""id"": 4405, ""name"": ""marine corps""}, {""id"": 4595, ""name"": ""u.s. army""}, {""id"": 7156, ""name"": ""commander""}, {""id"": 8083, ""name"": ""pacific""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 11106, ""name"": ""infantry""}, {""id"": 11139, ""name"": ""steel helmet""}, {""id"": 11400, ""name"": ""sergeant""}, {""id"": 11823, ""name"": ""pacific island""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 14955, ""name"": ""fighting""}, {""id"": 160325, ""name"": ""guadalcanal""}, {""id"": 169123, ""name"": ""awol""}, {""id"": 232587, ""name"": ""philosophic conflict""}]",en,The Thin Red Line,"Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.",40.072583,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Geisler-Roberdeau"", ""id"": 23660}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-12-1998,98126565,98126565,170,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Every man fights his own war.,The Thin Red Line,7.2,771,Drama,History,War,1,#N/A,,Sean Penn,Adrien Brody,Jim Caviezel,Terrence Malick,1998,0,,,
5.20E+07,52000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.thechangeupmovie.com/,49520,"[{""id"": 931, ""name"": ""jealousy""}, {""id"": 3817, ""name"": ""chance""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 6223, ""name"": ""change""}, {""id"": 14521, ""name"": ""man change""}, {""id"": 14522, ""name"": ""co-worker""}, {""id"": 33721, ""name"": ""body-swap""}]",en,The Change-Up,"Dave is a married man with two kids and a loving wife , and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",32.015477,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Big Kid Pictures"", ""id"": 8406}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",05-08-2011,75450437,75450437,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who says men can't change?,The Change-Up,5.9,736,Comedy,NA,NA,0,#N/A,,Olivia Wilde,NA,NA,David Dobkin,2011,1,,,
5.10E+07,51000000,"[{""id"": 35, ""name"": ""Comedy""}]",,2123,"[{""id"": 222, ""name"": ""schizophrenia""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,"Me, Myself & Irene","Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",39.001682,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Conundrum Entertainment"", ""id"": 1156}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22-06-2000,149270999,149270999,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,From gentle to mental.,"Me, Myself & Irene",6.1,927,Comedy,NA,NA,0,#N/A,,NA,RenÃ©e Zellweger,NA,NA,2000,1,,,
5.00E+07,50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://syrianamovie.warnerbros.com/,231,"[{""id"": 139, ""name"": ""anti terror""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 589, ""name"": ""lebanon""}, {""id"": 591, ""name"": ""cia""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 593, ""name"": ""globalization""}, {""id"": 697, ""name"": ""loss of son""}, {""id"": 1241, ""name"": ""persia""}, {""id"": 1242, ""name"": ""war against terror""}, {""id"": 1269, ""name"": ""energy policy""}, {""id"": 5175, ""name"": ""petrol""}]",en,Syriana,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",16.871194,"[{""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""FilmWorks"", ""id"": 7786}, {""name"": ""4M"", ""id"": 20665}, {""name"": ""MID Foundation"", ""id"": 20666}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",23-11-2005,9.40E+07,94000000,128,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Everything is connected.,Syriana,6.3,451,Drama,Thriller,NA,1,#N/A,,George Clooney,Matt Damon,Jeffrey Wright,Stephen Gaghan,2005,0,,,
5.00E+07,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.tedisreal.com/,72105,"[{""id"": 6054, ""name"": ""friendship""}, {""id"": 9673, ""name"": ""love""}, {""id"": 158162, ""name"": ""teddy bear""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 187084, ""name"": ""wishes come true""}]",en,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",68.87691,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Fuzzy Door Productions"", ""id"": 8789}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",29-06-2012,549368315,549368315,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ted is coming.,Ted,6.3,4697,Comedy,Fantasy,NA,0,#N/A,,NA,Mila Kunis,NA,Seth MacFarlane,2012,1,,,
5.00E+07,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,2898,"[{""id"": 641, ""name"": ""single parent""}, {""id"": 828, ""name"": ""waitress""}, {""id"": 3568, ""name"": ""lone wolf""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10818, ""name"": ""author""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 159317, ""name"": ""rude""}, {""id"": 159318, ""name"": ""obnoxious""}, {""id"": 167982, ""name"": ""unlikely friendship""}, {""id"": 228768, ""name"": ""noodle salad""}]",en,As Good as It Gets,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",37.885022,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",19-12-1997,314178011,314178011,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A comedy from the heart that goes for the throat.,As Good as It Gets,7.2,915,Comedy,Romance,NA,0,#N/A,,NA,Helen Hunt,NA,James L. Brooks,1997,1,,,
5.00E+07,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,9390,"[{""id"": 1485, ""name"": ""stadium""}, {""id"": 3658, ""name"": ""career""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 178372, ""name"": ""sports agent""}]",en,Jerry Maguire,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",27.039636,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",06-12-1996,273552592,273552592,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,Everybody loved him... Everybody disappeared.,Jerry Maguire,6.7,913,Comedy,Drama,Romance,0,1,,NA,NA,RenÃ©e Zellweger,Cameron Crowe,1996,1,,,
5.00E+07,50000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://daddyshomemovie.tumblr.com/,274167,"[{""id"": 230024, ""name"": ""daddys home""}]",en,Daddy's Home,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",38.616744,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Red Granite Pictures"", ""id"": 19177}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-12-2015,242786137,242786137,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Choose your Daddy,Daddy's Home,5.8,854,Comedy,NA,NA,0,#N/A,,NA,NA,Linda Cardellini,Sean Anders,2015,1,,,
